Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,8,13:30,247.26,1.9,0.0077,302.49,505.98,5.82,0.0115,323.92,955.39,11.94,0.0125,332.43,487.84,6.2,0.0127,303.44
August,8,14:00,227.72,1.87,0.0082,308.34,522.88,4.6,0.0088,338.65,948.91,8.35,0.0088,334.47,503.98,6.25,0.0124,296.58
August,8,14:30,222.38,2.94,0.0132,301.95,509.76,4.38,0.0086,337.22,929.63,9.39,0.0101,336.53,527.56,16.2,0.0307,307.06
August,8,15:00,229.41,2.66,0.0116,302.63,485.44,1.5,0.0031,332.64,871.61,4.79,0.0055,344.0,497.97,14.14,0.0284,301.58
August,8,15:30,226.56,3.47,0.0153,301.65,489.49,4.31,0.0088,328.46,858.74,17.69,0.0206,340.81,470.88,30.61,0.065,299.02
August,8,16:00,207.8,0.91,0.0044,309.02,489.09,3.08,0.0063,332.72,844.99,8.2,0.0097,334.15,453.38,19.72,0.0435,313.75
August,8,16:30,197.16,0.59,0.003,303.18,438.43,1.75,0.004,340.33,742.26,4.16,0.0056,337.94,412.78,7.64,0.0185,307.9
August,8,17:00,186.5,1.81,0.0097,308.79,439.42,1.76,0.004,342.62,711.5,2.13,0.003,336.05,382.89,2.53,0.0066,304.26
August,8,17:30,170.92,1.18,0.0069,317.47,409.18,1.72,0.0042,335.34,713.05,2.07,0.0029,336.42,380.6,2.97,0.0078,299.57
August,8,18:00,167.28,0.99,0.0059,317.72,384.27,2.5,0.0065,335.04,644.46,1.8,0.0028,335.44,361.44,2.13,0.0059,303.62
August,8,18:30,132.26,0.63,0.0048,327.7,357.88,4.01,0.0112,331.92,567.05,3.23,0.0057,345.48,293.12,2.2,0.0075,310.14
August,8,19:00,100.43,0.47,0.0047,312.27,305.49,2.9,0.0095,331.07,504.7,1.77,0.0035,325.88,289.17,2.4,0.0083,305.64
August,8,19:30,79.89,0.44,0.0055,312.3,263.39,1.98,0.0075,317.01,456.84,1.83,0.004,321.09,256.04,6.71,0.0262,316.63
August,8,20:00,56.58,1.23,0.0217,288.35,234.0,2.36,0.0101,311.19,418.89,2.89,0.0069,332.17,217.57,6.48,0.0298,315.7
August,8,20:30,41.7,0.74,0.0177,283.15,206.38,1.09,0.0053,312.29,369.69,2.0,0.0054,341.63,197.02,2.56,0.013,304.89
August,8,21:00,31.24,1.29,0.0413,286.59,164.77,1.6,0.0097,308.81,329.75,0.96,0.0029,336.64,172.78,8.21,0.0475,315.27
August,8,21:30,24.01,0.66,0.0273,314.19,154.88,1.49,0.0096,307.49,254.21,0.64,0.0025,332.12,140.69,4.43,0.0315,320.34
August,8,22:00,20.27,0.39,0.0192,306.24,118.91,0.64,0.0054,304.93,215.77,0.63,0.0029,319.37,132.78,2.06,0.0155,307.1
August,8,22:30,16.81,2.45,0.1458,302.22,91.83,0.3,0.0033,317.29,172.11,1.12,0.0065,310.32,103.82,1.85,0.0178,300.71
August,8,23:00,13.28,1.51,0.1138,316.97,67.49,0.24,0.0035,291.78,142.45,0.47,0.0033,302.24,83.43,0.96,0.0115,312.03
August,8,23:30,8.07,0.27,0.0334,268.19,56.26,0.15,0.0026,298.41,124.59,0.4,0.0032,317.1,72.68,1.32,0.0181,295.3
August,9,0:00,12.39,0.3,0.024,626.47,37.47,0.55,0.0147,301.19,67.41,1.19,0.0177,335.19,56.51,1.01,0.0179,307.57
August,9,0:30,10.97,0.12,0.0108,366.42,31.46,0.23,0.0073,312.18,44.28,0.78,0.0177,346.27,37.95,0.17,0.0046,280.96
August,9,1:00,6.94,0.12,0.0173,368.57,13.32,0.04,0.0028,363.46,45.32,1.25,0.0275,319.15,28.39,0.28,0.0098,292.47
August,9,1:30,5.65,0.38,0.0672,504.53,9.37,0.0,0.0,329.47,35.35,1.05,0.0297,294.55,20.65,0.76,0.0366,325.59
August,9,2:00,4.09,0.12,0.0303,802.16,5.83,0.0,0.0,369.12,22.29,0.59,0.0263,335.3,11.96,0.59,0.0497,339.97
August,9,2:30,3.82,0.02,0.005,651.68,4.97,0.0,0.0,377.72,16.57,0.22,0.013,331.36,11.06,1.17,0.1059,442.87
August,9,3:00,4.07,0.02,0.005,348.17,6.23,0.0,0.0,331.99,16.67,0.23,0.014,368.49,3.51,0.12,0.034,461.52
August,9,3:30,3.71,0.0,0.0,364.68,4.23,0.0,0.0,373.47,12.0,0.03,0.0026,390.27,3.8,0.28,0.0738,363.73
August,9,4:00,3.19,0.0,0.0,244.22,4.09,0.0,0.0,369.96,12.05,0.07,0.0061,426.83,2.73,0.14,0.0504,413.02
August,9,4:30,3.35,0.03,0.01,223.01,3.59,0.0,0.0,299.27,10.17,0.08,0.008,438.66,2.8,0.15,0.0534,386.36
August,9,5:00,3.62,0.04,0.01,232.02,3.6,0.0,0.0,443.22,13.37,0.1,0.0072,380.03,4.14,0.06,0.0138,330.27
August,9,5:30,4.48,0.09,0.02,258.13,3.75,0.0,0.0,281.19,14.88,0.22,0.0146,301.92,3.84,0.05,0.0122,329.92
August,9,6:00,5.99,0.03,0.005,245.47,4.28,0.0,0.0,295.3,25.81,0.16,0.0061,274.78,10.49,0.27,0.0254,222.03
August,9,6:30,4.48,0.43,0.0958,259.18,9.27,0.57,0.0614,352.83,38.93,0.63,0.0163,262.41,17.53,0.53,0.0305,252.37
August,9,7:00,12.3,0.55,0.0447,296.34,9.45,0.07,0.0069,273.85,62.94,0.25,0.0039,261.43,28.19,0.37,0.0133,254.91
August,9,7:30,13.73,0.66,0.0478,336.99,14.68,0.42,0.0283,290.91,96.71,0.85,0.0088,256.81,50.42,0.66,0.0131,273.1
August,9,8:00,37.9,0.33,0.0087,259.24,24.26,0.07,0.0029,299.0,169.45,1.02,0.006,271.45,80.74,0.58,0.0072,273.5
August,9,8:30,56.57,0.14,0.0024,293.33,34.25,0.29,0.0085,302.17,246.24,1.08,0.0044,293.81,113.58,0.77,0.0068,308.58
August,9,9:00,72.95,0.18,0.0024,313.86,80.51,0.28,0.0035,306.79,327.8,1.67,0.0051,292.9,150.23,1.68,0.0112,296.91
August,9,9:30,86.78,0.5,0.0058,332.13,100.13,0.26,0.0026,324.71,405.19,4.42,0.0109,295.9,179.86,2.25,0.0125,292.92
August,9,10:00,98.86,0.43,0.0043,292.75,137.63,0.36,0.0026,307.11,470.69,3.86,0.0082,297.56,219.96,2.86,0.013,288.42
August,9,10:30,109.73,0.48,0.0044,302.5,156.49,2.36,0.0151,321.94,503.27,6.04,0.012,309.57,245.38,8.0,0.0326,293.76
August,9,11:00,117.4,0.58,0.0049,317.77,168.15,2.09,0.0124,309.38,511.02,5.52,0.0108,311.33,258.16,5.34,0.0207,298.55
August,9,11:30,121.02,0.56,0.0046,304.4,224.55,2.22,0.0099,307.08,539.96,4.91,0.0091,317.44,270.84,4.71,0.0174,300.23
August,9,12:00,122.76,0.55,0.0045,304.88,236.24,1.51,0.0064,316.22,570.05,6.9,0.0121,314.91,295.2,7.08,0.024,298.74
August,9,12:30,120.25,0.95,0.0079,310.97,264.36,2.33,0.0088,315.49,576.92,8.6,0.0149,317.21,301.93,4.17,0.0138,297.75
August,9,13:00,117.6,1.52,0.0129,303.53,299.45,2.07,0.0069,307.61,576.63,4.79,0.0083,326.81,295.3,3.1,0.0105,304.55
August,9,13:30,120.07,0.64,0.0053,302.92,304.0,3.28,0.0108,307.8,575.63,5.47,0.0095,322.59,306.15,3.77,0.0123,313.24
August,9,14:00,112.29,0.68,0.0061,310.83,348.2,2.26,0.0065,305.32,579.09,3.65,0.0063,326.78,311.52,3.43,0.011,308.58
August,9,14:30,112.72,1.74,0.0154,306.33,342.88,2.33,0.0068,313.3,567.15,4.82,0.0085,326.89,322.48,7.09,0.022,314.01
August,9,15:00,123.39,1.59,0.0129,312.82,338.68,0.88,0.0026,311.62,544.22,4.03,0.0074,332.08,305.39,4.73,0.0155,313.12
August,9,15:30,121.2,1.93,0.0159,299.5,352.88,2.22,0.0063,306.86,547.19,11.16,0.0204,326.51,306.4,13.27,0.0433,313.1
August,9,16:00,113.51,0.4,0.0035,292.93,363.83,1.71,0.0047,311.01,541.98,5.74,0.0106,325.79,292.51,8.01,0.0274,318.78
August,9,16:30,109.71,0.26,0.0024,297.71,322.34,1.22,0.0038,304.21,512.63,4.36,0.0085,329.6,286.8,4.33,0.0151,317.01
August,9,17:00,113.58,1.73,0.0152,305.22,321.39,1.16,0.0036,308.33,493.34,2.32,0.0047,329.91,262.45,1.36,0.0052,309.09
August,9,17:30,100.19,0.8,0.008,303.7,286.25,0.86,0.003,310.03,465.25,1.3,0.0028,327.26,251.23,1.46,0.0058,308.27
August,9,18:00,99.27,0.55,0.0055,304.45,271.04,0.98,0.0036,306.59,420.05,1.13,0.0027,327.21,237.6,1.4,0.0059,315.96
August,9,18:30,96.39,0.35,0.0036,330.54,244.85,2.5,0.0102,309.27,392.41,1.73,0.0044,335.4,209.15,1.23,0.0059,318.61
August,9,19:00,94.61,0.22,0.0023,330.69,213.03,1.87,0.0088,293.03,361.94,1.16,0.0032,327.55,210.81,2.21,0.0105,315.67
August,9,19:30,79.01,0.48,0.0061,303.17,199.76,1.0,0.005,308.92,381.43,1.34,0.0035,326.37,210.57,6.57,0.0312,328.3
August,9,20:00,67.22,2.18,0.0325,299.31,162.56,0.88,0.0054,303.42,334.54,2.07,0.0062,326.62,191.21,6.37,0.0333,319.75
August,9,20:30,46.53,0.99,0.0212,306.23,148.16,0.34,0.0023,304.39,296.57,1.48,0.005,325.32,173.05,2.3,0.0133,318.56
August,9,21:00,35.09,1.82,0.0519,298.55,128.56,0.57,0.0044,313.96,251.6,0.98,0.0039,321.81,140.87,7.76,0.0551,322.42
August,9,21:30,30.5,1.57,0.0515,311.63,110.84,0.71,0.0064,317.63,228.05,1.09,0.0048,319.38,116.07,3.38,0.0291,326.27
August,9,22:00,27.54,1.3,0.0471,318.72,101.51,0.28,0.0028,307.94,189.9,0.8,0.0042,316.54,109.52,1.6,0.0146,321.15
August,9,22:30,24.69,2.5,0.1013,309.47,84.2,0.36,0.0043,315.01,164.18,1.12,0.0068,308.91,98.4,1.34,0.0136,313.23
August,9,23:00,16.24,1.05,0.0645,345.08,72.38,0.12,0.0016,280.26,135.83,0.48,0.0035,295.51,78.97,1.08,0.0137,324.66
August,9,23:30,11.65,0.48,0.0413,256.03,60.05,0.04,0.0006,287.58,110.05,0.5,0.0045,289.46,65.67,1.78,0.0271,317.64
August,10,0:00,1.53,0.14,0.0928,516.68,12.82,0.16,0.0121,342.62,24.17,0.26,0.0108,310.56,16.09,0.23,0.0143,303.3
August,10,0:30,1.15,0.07,0.059,361.57,10.16,0.05,0.0045,307.9,20.02,0.26,0.0132,319.11,14.24,0.07,0.0049,284.56
August,10,1:00,0.69,0.1,0.1382,342.7,4.17,0.02,0.0043,369.43,15.66,0.24,0.0154,309.29,9.11,0.06,0.0069,293.27
August,10,1:30,0.62,0.19,0.3104,498.11,3.34,0.01,0.0044,335.67,11.62,0.17,0.0145,291.65,6.85,0.29,0.0419,328.87
August,10,2:00,0.71,0.03,0.047,1020.92,2.14,0.0,0.0014,305.8,7.37,0.42,0.0572,329.71,4.66,0.25,0.0546,340.1
August,10,2:30,0.66,0.0,0.005,662.57,1.66,0.0,0.0,352.16,5.77,0.19,0.0335,384.74,4.53,0.45,0.0994,488.85
August,10,3:00,0.6,0.0,0.005,341.43,1.65,0.02,0.01,354.54,6.36,0.18,0.0278,361.36,2.35,0.14,0.0598,483.57
August,10,3:30,0.61,0.0,0.005,364.15,1.13,0.0,0.0,499.44,4.29,0.04,0.0086,385.82,2.13,0.15,0.0721,327.4
August,10,4:00,0.54,0.0,0.0,241.98,1.1,0.0,0.0,302.27,4.21,0.09,0.0204,365.67,1.98,0.11,0.0564,360.14
August,10,4:30,0.58,0.0,0.0,207.77,1.22,0.0,0.0,292.23,3.6,0.03,0.0084,366.02,2.19,0.2,0.0933,367.88
August,10,5:00,0.66,0.0,0.0,209.1,1.07,0.0,0.0,369.64,4.37,0.04,0.0091,401.4,2.3,0.04,0.0187,335.63
August,10,5:30,0.79,0.0,0.005,257.85,1.35,0.01,0.0067,263.71,4.98,0.07,0.0146,292.69,2.27,0.03,0.0119,332.89
August,10,6:00,1.01,0.08,0.0825,232.2,1.57,0.14,0.0883,334.13,10.88,0.09,0.0081,252.44,4.85,0.1,0.02,235.67
August,10,6:30,0.85,0.11,0.1329,252.02,3.41,0.68,0.1997,376.05,16.86,0.17,0.0098,270.27,9.96,0.27,0.0275,257.59
August,10,7:00,2.44,0.13,0.0538,263.28,10.57,0.13,0.0124,293.03,30.84,0.06,0.0019,256.09,15.19,0.32,0.0209,272.23
August,10,7:30,3.57,0.19,0.0537,319.76,13.47,0.5,0.0373,287.86,51.92,0.21,0.004,262.28,23.69,0.34,0.0145,283.05
August,10,8:00,11.78,0.1,0.0087,268.83,27.72,0.19,0.0069,286.97,99.7,0.36,0.0036,278.93,45.1,0.29,0.0065,278.44
August,10,8:30,20.42,0.09,0.0042,297.44,41.75,0.33,0.0079,299.97,164.04,0.57,0.0035,290.58,66.22,0.54,0.0081,307.94
August,10,9:00,30.26,0.08,0.0025,297.04,69.8,0.25,0.0036,303.66,217.17,0.56,0.0026,304.2,102.23,0.74,0.0072,306.7
August,10,9:30,41.93,0.21,0.005,328.12,89.95,0.3,0.0033,324.04,281.99,3.3,0.0117,312.71,116.79,1.4,0.012,294.5
August,10,10:00,51.66,0.24,0.0047,305.1,120.8,0.63,0.0052,322.33,336.63,3.6,0.0107,314.29,146.2,1.59,0.0109,300.44
August,10,10:30,55.6,0.27,0.0049,314.19,139.48,2.22,0.0159,334.88,370.05,5.85,0.0158,324.54,152.09,3.8,0.025,309.17
August,10,11:00,57.17,0.19,0.0034,314.44,157.24,1.92,0.0122,333.54,402.6,4.71,0.0117,334.03,160.8,3.04,0.0189,312.88
August,10,11:30,57.91,0.23,0.0039,316.28,174.11,2.14,0.0123,335.35,407.2,4.4,0.0108,339.83,169.94,2.26,0.0133,313.06
August,10,12:00,59.96,0.22,0.0037,304.66,179.72,1.28,0.0071,326.92,419.95,4.75,0.0113,337.64,183.02,1.98,0.0108,316.98
August,10,12:30,60.48,0.22,0.0037,302.64,186.56,3.04,0.0163,331.08,418.21,6.15,0.0147,337.6,182.29,1.88,0.0103,313.85
August,10,13:00,60.39,0.56,0.0092,303.57,195.47,1.84,0.0094,332.14,413.18,4.5,0.0109,346.23,186.84,1.85,0.0099,316.98
August,10,13:30,63.06,0.44,0.007,321.49,192.81,2.58,0.0134,331.19,418.84,6.74,0.0161,345.33,187.81,7.42,0.0395,327.84
August,10,14:00,63.42,0.61,0.0096,320.95,218.72,3.08,0.0141,334.77,420.64,5.64,0.0134,349.06,194.84,9.08,0.0466,322.77
August,10,14:30,66.62,1.64,0.0246,324.53,214.64,2.64,0.0123,337.46,421.37,6.07,0.0144,347.47,196.16,23.17,0.1181,325.39
August,10,15:00,66.71,1.21,0.0181,325.51,211.94,1.23,0.0058,334.28,419.82,2.81,0.0067,344.24,198.25,18.02,0.0909,324.39
August,10,15:30,68.03,1.14,0.0168,326.31,217.09,1.3,0.006,333.08,418.84,6.07,0.0145,344.08,199.25,25.86,0.1298,324.32
August,10,16:00,62.4,0.21,0.0034,318.83,217.53,1.28,0.0059,332.53,416.59,2.0,0.0048,345.43,202.0,14.75,0.073,329.39
August,10,16:30,61.32,0.15,0.0025,317.12,207.59,1.27,0.0061,338.76,402.79,1.37,0.0034,344.82,198.15,5.55,0.028,331.04
August,10,17:00,55.76,0.52,0.0094,317.44,204.53,1.12,0.0055,344.2,382.25,1.83,0.0048,342.11,188.92,1.68,0.0089,330.27
August,10,17:30,53.8,0.42,0.0078,309.0,185.38,0.89,0.0048,338.26,362.11,1.77,0.0049,338.9,175.16,1.61,0.0092,330.1
August,10,18:00,43.04,0.3,0.007,302.92,170.31,1.04,0.0061,335.98,332.08,2.39,0.0072,343.09,159.37,0.84,0.0053,333.35
August,10,18:30,38.97,0.15,0.0038,324.25,165.37,1.17,0.0071,332.5,293.23,1.29,0.0044,346.02,153.5,0.86,0.0056,329.43
August,10,19:00,26.71,0.1,0.0037,339.25,141.36,1.17,0.0083,326.57,248.77,0.77,0.0031,346.6,144.74,1.01,0.007,325.59
August,10,19:30,21.08,0.17,0.0082,332.73,130.18,0.95,0.0073,334.53,226.67,1.25,0.0055,342.72,133.94,3.32,0.0248,335.67
August,10,20:00,15.85,0.4,0.0252,321.67,109.19,1.02,0.0093,333.53,199.91,2.2,0.011,349.23,121.77,2.91,0.0239,325.08
August,10,20:30,12.58,0.31,0.025,329.2,86.73,0.55,0.0063,322.78,168.93,1.4,0.0083,334.71,107.58,1.4,0.013,324.49
August,10,21:00,10.72,0.45,0.0419,323.43,71.5,0.42,0.0059,324.91,149.72,0.54,0.0036,339.63,86.58,2.61,0.0301,330.62
August,10,21:30,8.43,0.22,0.0261,322.65,66.76,0.39,0.0059,327.06,124.08,0.22,0.0018,330.53,63.36,1.22,0.0193,331.07
August,10,22:00,6.48,0.08,0.0124,315.98,53.33,0.14,0.0027,311.76,101.33,0.35,0.0035,327.04,60.13,0.79,0.0131,333.22
August,10,22:30,4.02,0.67,0.1662,318.68,38.46,0.13,0.0035,318.68,78.35,0.46,0.0059,322.41,51.75,0.75,0.0144,327.47
August,10,23:00,4.01,0.28,0.0687,304.62,31.25,0.06,0.0019,299.84,57.85,0.21,0.0036,313.4,39.6,0.29,0.0072,337.24
August,10,23:30,2.45,0.09,0.0381,332.22,23.86,0.03,0.0011,286.16,45.2,0.24,0.0052,330.23,32.21,0.33,0.0103,331.46
August,11,0:00,6.57,0.18,0.0267,544.95,42.51,0.6,0.0141,307.76,76.83,0.49,0.0064,313.73,50.81,0.38,0.0075,336.65
August,11,0:30,5.76,0.03,0.0048,376.74,30.29,0.17,0.0055,315.86,55.67,0.53,0.0096,320.34,30.94,0.04,0.0013,341.81
August,11,1:00,3.91,0.07,0.0189,377.99,12.47,0.11,0.0086,359.57,39.21,0.45,0.0114,326.62,25.57,0.03,0.0011,342.9
August,11,1:30,3.67,0.08,0.0205,336.36,6.99,0.09,0.0132,321.35,31.25,0.28,0.009,332.78,27.67,1.0,0.0363,366.09
August,11,2:00,3.04,0.04,0.012,333.41,5.03,0.03,0.0057,381.38,18.69,0.8,0.0427,299.19,19.61,1.07,0.0544,365.71
August,11,2:30,2.58,0.01,0.005,349.03,5.74,0.11,0.02,445.72,15.07,0.29,0.0192,276.38,14.02,0.2,0.0146,386.91
August,11,3:00,2.51,0.0,0.0,353.17,4.26,0.01,0.0029,505.54,15.91,0.8,0.0505,295.89,3.77,0.16,0.0428,406.34
August,11,3:30,2.42,0.0,0.0,231.35,3.23,0.02,0.0054,500.63,15.72,0.45,0.0285,332.02,2.61,0.11,0.0406,372.44
August,11,4:00,2.33,0.0,0.0,293.46,3.11,0.02,0.0079,374.4,11.9,0.38,0.0322,314.52,2.22,0.09,0.0398,399.99
August,11,4:30,2.3,0.0,0.0,272.5,3.21,0.02,0.0054,325.12,12.58,0.44,0.0346,341.45,2.47,0.1,0.0425,379.2
August,11,5:00,2.65,0.0,0.0,254.6,3.16,0.01,0.0029,277.0,12.11,0.34,0.0278,321.54,2.86,0.05,0.0166,292.97
August,11,5:30,2.35,0.0,0.0,382.34,3.34,0.22,0.065,445.89,18.6,0.46,0.0249,266.56,3.51,0.04,0.0109,298.6
August,11,6:00,2.33,0.0,0.0008,384.39,5.32,0.2,0.0383,390.75,30.74,0.15,0.005,286.97,16.9,0.28,0.0166,282.48
August,11,6:30,5.79,0.88,0.1515,371.4,9.14,2.81,0.3076,392.33,54.68,0.9,0.0164,259.93,21.94,1.34,0.0611,260.41
August,11,7:00,10.64,1.32,0.1242,336.2,28.31,1.02,0.036,290.04,92.4,0.43,0.0046,262.29,38.84,0.45,0.0116,264.84
August,11,7:30,15.75,2.06,0.1308,324.03,49.38,2.87,0.0581,287.69,159.12,1.59,0.01,259.51,76.4,0.99,0.0129,286.01
August,11,8:00,49.62,0.81,0.0164,280.37,90.14,0.57,0.0063,279.79,273.85,1.29,0.0047,282.83,131.39,1.5,0.0114,277.51
August,11,8:30,92.5,2.32,0.0251,293.49,140.36,1.66,0.0118,306.49,410.13,4.1,0.01,300.09,182.95,1.74,0.0095,301.69
August,11,9:00,127.61,1.2,0.0094,304.11,202.26,1.05,0.0052,306.03,593.06,4.33,0.0073,307.63,279.47,7.07,0.0253,294.52
August,11,9:30,156.1,1.26,0.0081,315.69,261.36,2.38,0.0091,336.84,720.2,17.14,0.0238,318.08,344.33,7.51,0.0218,305.36
August,11,10:00,177.16,0.8,0.0045,315.14,333.6,2.77,0.0083,340.9,871.56,14.29,0.0164,320.45,412.88,8.67,0.021,306.35
August,11,10:30,215.88,0.91,0.0042,320.06,353.0,8.19,0.0232,341.24,979.31,15.77,0.0161,330.03,442.65,12.62,0.0285,312.75
August,11,11:00,225.31,0.72,0.0032,330.68,378.17,3.37,0.0089,338.23,1009.96,12.32,0.0122,333.49,470.2,5.69,0.0121,323.66
August,11,11:30,238.88,0.98,0.0041,332.22,405.25,4.34,0.0107,335.77,1020.85,12.96,0.0127,335.82,512.22,6.61,0.0129,322.31
August,11,12:00,248.05,2.03,0.0082,319.24,462.42,3.24,0.007,336.44,1046.83,10.99,0.0105,337.39,523.51,5.76,0.011,321.13
August,11,12:30,239.03,1.91,0.008,321.48,471.84,4.81,0.0102,337.93,1037.54,13.07,0.0126,340.08,526.73,11.17,0.0212,322.3
August,11,13:00,242.31,3.0,0.0124,326.07,470.5,3.86,0.0082,331.26,1037.5,10.38,0.01,345.38,528.92,9.84,0.0186,322.53
August,11,13:30,245.5,1.23,0.005,331.96,481.93,6.27,0.013,336.77,1041.43,16.04,0.0154,342.83,530.43,28.7,0.0541,333.97
August,11,14:00,251.24,1.18,0.0047,326.66,516.58,3.93,0.0076,337.8,1035.82,12.33,0.0119,345.91,549.62,15.66,0.0285,330.06
August,11,14:30,250.13,2.2,0.0088,332.19,518.6,4.3,0.0083,340.57,1046.13,9.21,0.0088,347.65,552.09,13.8,0.025,329.78
August,11,15:00,254.35,3.08,0.0121,324.15,516.56,2.38,0.0046,335.8,1054.62,4.64,0.0044,347.96,544.97,7.25,0.0133,330.21
August,11,15:30,254.53,3.0,0.0118,329.5,509.68,2.91,0.0057,333.83,1045.4,3.76,0.0036,347.87,545.03,10.25,0.0188,326.56
August,11,16:00,250.26,0.93,0.0037,338.47,519.02,2.6,0.005,344.89,1025.98,2.05,0.002,346.65,543.84,4.24,0.0078,326.24
August,11,16:30,236.43,0.66,0.0028,333.21,488.01,1.66,0.0034,338.34,980.95,1.86,0.0019,349.69,522.17,3.76,0.0072,328.59
August,11,17:00,206.96,1.49,0.0072,330.11,491.67,1.72,0.0035,343.19,926.94,2.69,0.0029,351.27,485.97,2.62,0.0054,330.99
August,11,17:30,175.38,1.47,0.0084,339.28,459.3,2.8,0.0061,338.75,860.58,3.36,0.0039,348.76,440.6,2.69,0.0061,334.7
August,11,18:00,151.12,0.62,0.0041,326.26,421.96,3.33,0.0079,336.92,776.99,4.74,0.0061,347.43,398.88,2.83,0.0071,332.22
August,11,18:30,134.52,0.48,0.0036,335.85,363.13,1.71,0.0047,327.1,698.27,4.26,0.0061,345.1,376.57,1.51,0.004,334.13
August,11,19:00,89.89,0.29,0.0032,344.96,336.69,1.92,0.0057,333.63,619.78,2.91,0.0047,342.75,354.09,2.37,0.0067,325.87
August,11,19:30,68.29,0.44,0.0064,338.44,311.45,1.65,0.0053,333.22,554.35,4.27,0.0077,346.07,305.07,4.15,0.0136,337.31
August,11,20:00,51.14,1.52,0.0297,332.11,266.63,2.88,0.0108,336.66,469.39,6.85,0.0146,347.64,268.82,5.38,0.02,324.59
August,11,20:30,48.5,1.36,0.028,317.8,231.07,2.7,0.0117,331.45,394.51,5.52,0.014,343.72,244.77,4.43,0.0181,319.2
August,11,21:00,32.12,0.87,0.0271,319.73,191.84,2.07,0.0108,339.46,340.49,2.59,0.0076,344.02,195.6,5.09,0.026,328.01
August,11,21:30,24.23,0.44,0.0181,331.56,164.51,1.5,0.0091,333.42,275.11,0.85,0.0031,339.71,184.34,1.62,0.0088,315.17
August,11,22:00,19.19,0.37,0.0194,297.92,128.13,0.62,0.0048,304.05,253.6,1.14,0.0045,325.96,148.64,3.15,0.0212,322.17
August,11,22:30,16.88,3.71,0.2195,356.32,98.48,0.82,0.0083,306.15,192.88,1.27,0.0066,316.61,114.89,0.94,0.0082,322.64
August,11,23:00,12.52,1.46,0.1167,350.13,72.18,0.66,0.0091,336.38,158.09,0.55,0.0035,308.9,85.7,0.45,0.0053,314.18
August,11,23:30,8.76,0.92,0.105,310.3,54.2,0.36,0.0067,312.52,117.43,0.19,0.0016,338.51,69.52,0.4,0.0057,318.91
August,12,0:00,4.54,0.09,0.0204,347.4,28.78,0.54,0.0186,320.09,53.76,0.48,0.0089,319.61,36.74,0.23,0.0062,305.59
August,12,0:30,4.07,0.01,0.0033,350.03,23.61,0.28,0.012,346.17,41.09,0.37,0.009,319.55,27.7,0.04,0.0013,310.93
August,12,1:00,2.78,0.03,0.01,432.83,8.77,0.11,0.0128,425.52,32.8,0.39,0.0119,307.95,23.42,0.03,0.0011,304.16
August,12,1:30,2.51,0.02,0.0067,318.03,6.7,0.03,0.0043,370.05,27.69,0.43,0.0156,316.02,25.18,0.8,0.0317,307.96
August,12,2:00,2.25,0.0,0.0,306.4,5.18,0.02,0.0029,354.6,25.28,0.86,0.0342,284.11,18.3,0.46,0.0253,297.12
August,12,2:30,1.78,0.0,0.0,388.92,3.55,0.02,0.0057,393.58,23.98,0.52,0.0216,245.36,15.24,0.15,0.0096,330.66
August,12,3:00,1.61,0.0,0.0,297.48,3.46,0.0,0.0,415.36,12.92,0.22,0.0167,262.08,4.25,0.08,0.0186,400.24
August,12,3:30,1.73,0.0,0.0,305.85,2.27,0.0,0.0,424.8,10.91,0.11,0.0104,314.07,1.82,0.02,0.0118,312.05
August,12,4:00,1.65,0.0,0.0,463.83,2.68,0.0,0.0,301.81,9.02,0.25,0.0272,285.36,1.37,0.01,0.0061,272.48
August,12,4:30,1.77,0.0,0.0,381.08,2.16,0.0,0.0,303.62,9.53,0.17,0.0183,325.23,1.66,0.02,0.0141,316.04
August,12,5:00,2.09,0.0,0.0,332.97,2.1,0.0,0.0,265.35,10.61,0.08,0.008,296.97,1.81,0.01,0.0028,279.85
August,12,5:30,2.03,0.0,0.0,619.92,3.08,0.0,0.0,365.82,10.67,0.16,0.0149,313.11,1.89,0.0,0.0026,267.32
August,12,6:00,2.01,0.0,0.0,567.56,5.28,0.11,0.0217,309.52,25.81,0.19,0.0075,259.25,13.24,0.07,0.0055,276.4
August,12,6:30,2.23,0.3,0.134,412.75,6.08,1.31,0.2148,310.99,52.32,0.94,0.018,251.59,24.41,2.04,0.0837,270.72
August,12,7:00,8.27,0.39,0.0467,315.58,25.78,0.34,0.013,267.34,82.12,0.41,0.005,265.84,35.15,0.36,0.0102,268.93
August,12,7:30,11.19,0.58,0.0522,359.9,43.22,1.74,0.0402,284.41,134.5,0.52,0.0039,260.05,59.63,0.69,0.0116,292.15
August,12,8:00,41.1,1.11,0.027,286.72,78.93,0.24,0.0031,279.75,251.62,0.53,0.0021,276.03,123.97,1.26,0.0102,286.41
August,12,8:30,79.87,1.86,0.0233,304.55,119.5,0.66,0.0055,291.74,377.77,1.44,0.0038,294.4,160.39,1.35,0.0084,293.48
