Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,8,13:30,247.26,1.9,0.0077,308.54,505.98,5.82,0.0115,330.4,955.39,11.94,0.0125,339.08,487.84,6.2,0.0127,309.5
August,8,14:00,227.72,1.87,0.0082,314.51,522.88,4.6,0.0088,345.42,948.91,8.35,0.0088,341.16,503.98,6.25,0.0124,302.51
August,8,14:30,222.38,2.94,0.0132,307.99,509.76,4.38,0.0086,343.97,929.63,9.39,0.0101,343.26,527.56,16.2,0.0307,313.2
August,8,15:00,229.41,2.66,0.0116,308.68,485.44,1.5,0.0031,339.3,871.61,4.79,0.0055,350.88,497.97,14.14,0.0284,307.61
August,8,15:30,226.56,3.47,0.0153,307.68,489.49,4.31,0.0088,335.03,858.74,17.69,0.0206,347.63,470.88,30.61,0.065,305.0
August,8,16:00,207.8,0.91,0.0044,315.2,489.09,3.08,0.0063,339.38,844.99,8.2,0.0097,340.83,453.38,19.72,0.0435,320.02
August,8,16:30,197.16,0.57,0.0029,309.24,438.43,1.75,0.004,347.13,742.26,4.16,0.0056,344.7,412.78,7.64,0.0185,314.06
August,8,17:00,186.5,1.81,0.0097,314.97,439.42,1.76,0.004,349.47,711.5,2.13,0.003,342.78,382.89,2.53,0.0066,310.34
August,8,17:30,170.92,1.18,0.0069,323.81,409.18,1.72,0.0042,342.04,713.05,2.07,0.0029,343.15,380.6,2.97,0.0078,305.56
August,8,18:00,167.28,0.99,0.0059,324.08,384.27,2.5,0.0065,341.75,644.46,1.8,0.0028,342.15,361.44,2.13,0.0059,309.69
August,8,18:30,132.26,0.63,0.0048,334.26,357.88,4.01,0.0112,338.55,567.05,3.23,0.0057,352.39,293.12,2.2,0.0075,316.35
August,8,19:00,100.43,0.47,0.0047,318.51,305.49,2.9,0.0095,337.69,504.7,1.77,0.0035,332.39,289.17,2.4,0.0083,311.76
August,8,19:30,79.89,0.44,0.0055,318.55,263.39,1.98,0.0075,323.35,456.84,1.83,0.004,327.51,256.04,6.71,0.0262,322.96
August,8,20:00,56.58,1.23,0.0217,294.12,234.0,2.36,0.0101,317.42,418.89,2.89,0.0069,338.81,217.57,6.48,0.0298,322.01
August,8,20:30,41.7,0.74,0.0177,288.82,206.38,1.09,0.0053,318.53,369.69,2.0,0.0054,348.46,197.02,2.56,0.013,310.99
August,8,21:00,31.24,1.29,0.0413,292.32,164.77,1.6,0.0097,314.99,329.75,0.96,0.0029,343.38,172.78,8.21,0.0475,321.57
August,8,21:30,24.01,0.66,0.0273,320.48,154.88,1.49,0.0096,313.64,254.21,0.64,0.0025,338.76,140.69,4.43,0.0315,326.75
August,8,22:00,20.27,0.39,0.0192,312.36,118.91,0.64,0.0054,311.03,215.77,0.63,0.0029,325.76,132.78,2.06,0.0155,313.24
August,8,22:30,16.81,2.45,0.1458,308.26,91.83,0.3,0.0033,323.64,172.11,1.12,0.0065,316.53,103.82,1.85,0.0178,306.73
August,8,23:00,13.28,1.51,0.1138,323.31,67.49,0.24,0.0035,297.61,142.45,0.47,0.0033,308.28,83.43,0.96,0.0115,318.27
August,8,23:30,8.07,0.27,0.0334,273.55,56.26,0.15,0.0026,304.38,124.59,0.4,0.0032,323.44,72.68,1.32,0.0181,301.2
August,9,0:00,12.39,0.3,0.024,639.0,37.47,0.55,0.0147,307.21,67.41,1.19,0.0177,341.89,56.51,1.01,0.0179,313.72
August,9,0:30,10.97,0.12,0.0108,373.74,31.46,0.23,0.0073,318.43,44.28,0.78,0.0177,353.2,37.95,0.17,0.0046,286.57
August,9,1:00,6.94,0.12,0.0173,375.94,13.32,0.04,0.0028,370.73,45.32,1.25,0.0275,325.53,28.39,0.28,0.0098,298.32
August,9,1:30,5.65,0.38,0.0672,514.62,9.37,0.0,0.0,336.06,35.35,1.05,0.0297,300.44,20.65,0.76,0.0366,332.1
August,9,2:00,4.09,0.12,0.0303,818.2,5.83,0.0,0.0,376.5,22.29,0.59,0.0263,342.0,11.96,0.59,0.0497,346.77
August,9,2:30,3.82,0.02,0.005,664.72,4.97,0.0,0.0,385.27,16.57,0.22,0.013,337.99,11.06,1.17,0.1059,451.73
August,9,3:00,4.07,0.02,0.005,355.13,6.23,0.0,0.0,338.63,16.67,0.23,0.014,375.86,3.51,0.12,0.034,470.75
August,9,3:30,3.71,0.0,0.0,371.98,4.23,0.0,0.0,380.94,12.0,0.03,0.0026,398.08,3.8,0.28,0.0738,371.01
August,9,4:00,3.19,0.0,0.0,249.1,4.09,0.0,0.0,377.35,12.05,0.07,0.0061,435.36,2.73,0.14,0.0504,421.28
August,9,4:30,3.35,0.03,0.01,227.47,3.59,0.0,0.0,305.25,10.17,0.08,0.008,447.43,2.8,0.15,0.0534,394.09
August,9,5:00,3.62,0.04,0.01,236.66,3.6,0.0,0.0,452.08,13.37,0.1,0.0072,387.63,4.14,0.06,0.0138,336.88
August,9,5:30,4.48,0.09,0.02,263.29,3.75,0.0,0.0,286.82,14.88,0.22,0.0146,307.96,3.84,0.05,0.0122,336.51
August,9,6:00,5.99,0.03,0.005,250.38,4.28,0.0,0.0,301.21,25.81,0.16,0.0061,280.27,10.49,0.27,0.0254,226.47
August,9,6:30,4.48,0.43,0.0958,264.37,9.27,0.57,0.0614,359.89,38.93,0.63,0.0163,267.66,17.53,0.53,0.0305,257.42
August,9,7:00,12.3,0.55,0.0447,302.26,9.45,0.07,0.0069,279.32,62.94,0.25,0.0039,266.66,28.19,0.37,0.0133,260.01
August,9,7:30,13.73,0.66,0.0478,343.73,14.68,0.42,0.0283,296.73,96.71,0.85,0.0088,261.94,50.42,0.66,0.0131,278.57
August,9,8:00,37.9,0.33,0.0087,264.43,24.26,0.07,0.0029,304.98,169.45,1.02,0.006,276.88,80.74,0.58,0.0072,278.97
August,9,8:30,56.57,0.14,0.0024,299.2,34.25,0.29,0.0085,308.22,246.24,1.08,0.0044,299.68,113.58,0.77,0.0068,314.75
August,9,9:00,72.95,0.18,0.0024,320.14,80.51,0.28,0.0035,312.92,327.8,1.67,0.0051,298.75,150.23,1.68,0.0112,302.84
August,9,9:30,86.78,0.5,0.0058,338.77,100.13,0.26,0.0026,331.2,405.19,4.42,0.0109,301.82,179.86,2.25,0.0125,298.78
August,9,10:00,98.86,0.43,0.0043,298.6,137.63,0.36,0.0026,313.25,470.69,3.86,0.0082,303.51,219.96,2.86,0.013,294.19
August,9,10:30,109.73,0.48,0.0044,308.55,156.49,2.36,0.0151,328.37,503.27,6.04,0.012,315.76,245.38,8.0,0.0326,299.63
August,9,11:00,117.4,0.58,0.0049,324.12,168.15,2.09,0.0124,315.57,511.02,5.52,0.0108,317.56,258.16,5.34,0.0207,304.53
August,9,11:30,121.02,0.56,0.0046,310.49,224.55,2.22,0.0099,313.23,539.96,4.91,0.0091,323.79,270.84,4.71,0.0174,306.24
August,9,12:00,122.76,0.55,0.0045,310.98,236.24,1.51,0.0064,322.55,570.05,6.9,0.0121,321.21,295.2,7.08,0.024,304.71
August,9,12:30,120.25,0.95,0.0079,317.19,264.36,2.33,0.0088,321.8,576.92,8.6,0.0149,323.56,301.93,4.17,0.0138,303.71
August,9,13:00,117.6,1.52,0.0129,309.6,299.45,2.07,0.0069,313.76,576.63,4.79,0.0083,333.35,295.3,3.1,0.0105,310.64
August,9,13:30,120.07,0.64,0.0053,308.97,304.0,3.28,0.0108,313.96,575.63,5.47,0.0095,329.04,306.15,3.77,0.0123,319.5
August,9,14:00,112.29,0.68,0.0061,317.05,348.2,2.26,0.0065,311.43,579.09,3.65,0.0063,333.31,311.52,3.43,0.011,314.75
August,9,14:30,112.72,1.74,0.0154,312.45,342.88,2.33,0.0068,319.57,567.15,4.82,0.0085,333.43,322.48,7.09,0.022,320.29
August,9,15:00,123.39,1.59,0.0129,319.07,338.68,0.88,0.0026,317.85,544.22,4.03,0.0074,338.72,305.39,4.73,0.0155,319.38
August,9,15:30,121.2,1.93,0.0159,305.49,352.88,2.22,0.0063,313.0,547.19,11.16,0.0204,333.04,306.4,13.27,0.0433,319.36
August,9,16:00,113.51,0.4,0.0035,298.79,363.83,1.71,0.0047,317.23,541.98,5.74,0.0106,332.3,292.51,8.01,0.0274,325.15
August,9,16:30,109.71,0.26,0.0024,303.67,322.34,1.22,0.0038,310.29,512.63,4.36,0.0085,336.2,286.8,4.33,0.0151,323.35
August,9,17:00,113.58,1.73,0.0152,311.33,321.39,1.16,0.0036,314.5,493.34,2.32,0.0047,336.51,262.45,1.36,0.0052,315.27
August,9,17:30,100.19,0.8,0.008,309.78,286.25,0.86,0.003,316.23,465.25,1.3,0.0028,333.81,251.23,1.46,0.0058,314.43
August,9,18:00,99.27,0.55,0.0055,310.54,271.04,0.98,0.0036,312.73,420.05,1.13,0.0027,333.76,237.6,1.4,0.0059,322.28
August,9,18:30,96.39,0.35,0.0036,337.15,244.85,2.5,0.0102,315.45,392.41,1.73,0.0044,342.1,209.15,1.23,0.0059,324.98
August,9,19:00,94.61,0.22,0.0023,337.31,213.03,1.87,0.0088,298.9,361.94,1.16,0.0032,334.1,210.81,2.21,0.0105,321.98
August,9,19:30,79.01,0.48,0.0061,309.23,199.76,1.0,0.005,315.1,381.43,1.34,0.0035,332.89,210.57,6.57,0.0312,334.87
August,9,20:00,67.22,2.18,0.0325,305.29,162.56,0.88,0.0054,309.49,334.54,2.07,0.0062,333.15,191.21,6.37,0.0333,326.15
August,9,20:30,46.53,0.99,0.0212,312.36,148.16,0.34,0.0023,310.48,296.57,1.48,0.005,331.83,173.05,2.3,0.0133,324.93
August,9,21:00,35.09,1.82,0.0519,304.53,128.56,0.57,0.0044,320.24,251.6,0.98,0.0039,328.24,140.87,7.76,0.0551,328.87
August,9,21:30,30.5,1.57,0.0515,317.86,110.84,0.71,0.0064,323.98,228.05,1.09,0.0048,325.77,116.07,3.38,0.0291,332.8
August,9,22:00,27.54,1.3,0.0471,325.09,101.51,0.28,0.0028,314.1,189.9,0.8,0.0042,322.87,109.52,1.6,0.0146,327.57
August,9,22:30,24.69,2.5,0.1013,315.66,84.2,0.36,0.0043,321.31,164.18,1.12,0.0068,315.09,98.4,1.34,0.0136,319.5
August,9,23:00,16.24,1.05,0.0645,351.98,72.38,0.12,0.0016,285.87,135.83,0.48,0.0035,301.42,78.97,1.08,0.0137,331.16
August,9,23:30,11.65,0.48,0.0413,261.15,60.05,0.04,0.0006,293.33,110.05,0.5,0.0045,295.24,65.67,1.78,0.0271,324.0
August,10,0:00,1.68,0.16,0.0927,527.01,14.11,0.17,0.0121,349.48,26.59,0.29,0.0108,316.77,17.7,0.25,0.0143,309.37
August,10,0:30,1.26,0.07,0.059,368.8,11.18,0.05,0.0045,314.05,22.03,0.29,0.0132,325.49,15.66,0.08,0.0049,290.25
August,10,1:00,0.75,0.1,0.1382,349.55,4.59,0.02,0.0043,376.82,17.23,0.27,0.0154,315.48,10.03,0.07,0.0069,299.14
August,10,1:30,0.68,0.21,0.3104,508.07,3.67,0.02,0.0044,342.38,12.79,0.19,0.0145,297.48,7.54,0.32,0.0419,335.44
August,10,2:00,0.78,0.04,0.047,1041.34,2.36,0.0,0.0014,311.91,8.11,0.46,0.0572,336.3,5.13,0.28,0.0546,346.9
August,10,2:30,0.73,0.0,0.005,675.82,1.82,0.0,0.0,359.2,6.35,0.21,0.0335,392.44,4.98,0.5,0.0994,498.63
August,10,3:00,0.66,0.0,0.005,348.26,1.82,0.02,0.01,361.63,6.99,0.19,0.0278,368.59,2.58,0.15,0.0598,493.24
August,10,3:30,0.67,0.0,0.005,371.43,1.24,0.0,0.0,509.43,4.72,0.04,0.0086,393.54,2.34,0.17,0.0721,333.95
August,10,4:00,0.6,0.0,0.0,246.82,1.21,0.0,0.0,308.32,4.63,0.09,0.0204,372.98,2.17,0.12,0.0564,367.34
August,10,4:30,0.63,0.0,0.0,211.93,1.35,0.0,0.0,298.07,3.96,0.03,0.0084,373.34,2.41,0.22,0.0933,375.24
August,10,5:00,0.73,0.0,0.0,213.28,1.18,0.0,0.0,377.03,4.81,0.04,0.0091,409.43,2.53,0.05,0.0187,342.35
August,10,5:30,0.87,0.0,0.005,263.01,1.49,0.01,0.0067,268.99,5.48,0.08,0.0146,298.54,2.5,0.03,0.0119,339.55
August,10,6:00,1.11,0.09,0.0825,236.85,1.73,0.15,0.0883,340.81,11.97,0.1,0.0081,257.49,5.34,0.11,0.02,240.38
August,10,6:30,0.94,0.12,0.1329,257.06,3.75,0.75,0.1997,383.57,18.54,0.18,0.0098,275.68,10.96,0.3,0.0275,262.74
August,10,7:00,2.69,0.14,0.0538,268.54,11.62,0.14,0.0124,298.89,33.92,0.06,0.0019,261.21,16.71,0.35,0.0209,277.68
August,10,7:30,3.92,0.21,0.0537,326.16,14.82,0.55,0.0373,293.62,57.12,0.23,0.004,267.52,26.05,0.38,0.0145,288.72
August,10,8:00,12.96,0.11,0.0087,274.2,30.5,0.21,0.0069,292.7,109.67,0.39,0.0036,284.51,49.61,0.32,0.0065,284.01
August,10,8:30,22.46,0.09,0.0042,303.39,45.92,0.36,0.0079,305.97,180.44,0.63,0.0035,296.39,72.84,0.59,0.0081,314.1
August,10,9:00,33.29,0.08,0.0025,302.98,76.78,0.28,0.0036,309.73,238.89,0.62,0.0026,310.29,112.46,0.81,0.0072,312.83
August,10,9:30,46.12,0.23,0.005,334.68,98.94,0.33,0.0033,330.52,310.19,3.63,0.0117,318.96,128.47,1.54,0.012,300.39
August,10,10:00,56.82,0.27,0.0047,311.2,132.88,0.69,0.0052,328.77,370.3,3.96,0.0107,320.57,160.81,1.75,0.0109,306.45
August,10,10:30,61.17,0.3,0.0049,320.48,153.43,2.44,0.0159,341.58,407.05,6.43,0.0158,331.03,167.3,4.18,0.025,315.35
August,10,11:00,62.89,0.21,0.0034,320.73,172.96,2.11,0.0122,340.21,442.87,5.18,0.0117,340.71,176.88,3.34,0.0189,319.14
August,10,11:30,63.7,0.25,0.0039,322.61,191.52,2.36,0.0123,342.06,447.92,4.84,0.0108,346.63,186.94,2.49,0.0133,319.32
August,10,12:00,65.95,0.24,0.0037,310.75,197.69,1.4,0.0071,333.46,461.94,5.22,0.0113,344.4,201.32,2.17,0.0108,323.32
August,10,12:30,66.53,0.25,0.0037,308.69,205.21,3.34,0.0163,337.71,460.03,6.76,0.0147,344.35,200.52,2.07,0.0103,320.12
August,10,13:00,66.43,0.61,0.0092,309.64,215.02,2.02,0.0094,338.78,454.5,4.95,0.0109,353.16,205.52,2.03,0.0099,323.32
August,10,13:30,69.36,0.49,0.007,327.92,212.09,2.84,0.0134,337.82,460.73,7.42,0.0161,352.24,206.59,8.16,0.0395,334.39
August,10,14:00,69.76,0.67,0.0096,327.37,240.6,3.39,0.0141,341.46,462.7,6.2,0.0134,356.05,214.32,9.99,0.0466,329.23
August,10,14:30,73.28,1.8,0.0246,331.02,236.1,2.9,0.0123,344.21,463.5,6.67,0.0144,354.42,215.78,25.48,0.1181,331.9
August,10,15:00,73.38,1.33,0.0181,332.02,233.14,1.35,0.0058,340.97,461.8,3.09,0.0067,351.12,218.07,19.82,0.0909,330.87
August,10,15:30,74.83,1.26,0.0168,332.83,238.8,1.43,0.006,339.74,460.72,6.68,0.0145,350.96,219.17,28.45,0.1298,330.8
August,10,16:00,68.64,0.23,0.0034,325.2,239.29,1.41,0.0059,339.18,458.25,2.2,0.0048,352.34,222.21,16.22,0.073,335.97
August,10,16:30,67.45,0.17,0.0025,323.46,228.35,1.39,0.0061,345.53,443.06,1.51,0.0034,351.72,217.96,6.1,0.028,337.66
August,10,17:00,61.34,0.58,0.0094,323.79,224.98,1.24,0.0055,351.09,420.48,2.02,0.0048,348.96,207.81,1.85,0.0089,336.88
August,10,17:30,59.18,0.46,0.0078,315.18,203.92,0.98,0.0048,345.03,398.32,1.95,0.0049,345.68,192.68,1.77,0.0092,336.7
August,10,18:00,47.34,0.33,0.007,308.98,187.34,1.14,0.0061,342.7,365.29,2.63,0.0072,349.95,175.3,0.93,0.0053,340.02
August,10,18:30,42.86,0.16,0.0038,330.73,181.91,1.29,0.0071,339.15,322.55,1.42,0.0044,352.94,168.85,0.95,0.0056,336.02
August,10,19:00,29.38,0.11,0.0037,346.03,155.5,1.29,0.0083,333.1,273.65,0.85,0.0031,353.53,159.21,1.11,0.007,332.1
August,10,19:30,23.19,0.19,0.0082,339.38,143.2,1.05,0.0073,341.22,249.33,1.37,0.0055,349.57,147.33,3.65,0.0248,342.38
August,10,20:00,17.43,0.44,0.0252,328.1,120.11,1.12,0.0093,340.2,219.9,2.42,0.011,356.21,133.95,3.2,0.0239,331.58
August,10,20:30,13.84,0.35,0.025,335.78,95.41,0.6,0.0063,329.23,185.82,1.54,0.0083,341.4,118.34,1.54,0.013,330.98
August,10,21:00,11.8,0.49,0.0419,329.9,78.65,0.46,0.0059,331.4,164.69,0.59,0.0036,346.42,95.24,2.87,0.0301,337.23
August,10,21:30,9.27,0.24,0.0261,329.1,73.44,0.43,0.0059,333.6,136.49,0.25,0.0018,337.14,69.69,1.35,0.0193,337.69
August,10,22:00,7.13,0.09,0.0124,322.3,58.67,0.16,0.0027,318.0,111.47,0.39,0.0035,333.58,66.15,0.87,0.0131,339.88
August,10,22:30,4.43,0.74,0.1662,325.05,42.31,0.15,0.0035,325.05,86.18,0.51,0.0059,328.86,56.93,0.82,0.0144,334.02
August,10,23:00,4.41,0.3,0.0687,310.71,34.37,0.07,0.0019,305.83,63.63,0.23,0.0036,319.67,43.56,0.31,0.0072,343.99
August,10,23:30,2.69,0.1,0.0381,338.87,26.25,0.03,0.0011,291.89,49.72,0.26,0.0052,336.84,35.43,0.36,0.0103,338.09
August,11,0:00,6.57,0.18,0.0267,555.85,42.51,0.6,0.0141,313.92,76.83,0.49,0.0064,320.01,50.81,0.38,0.0075,343.38
August,11,0:30,5.76,0.03,0.0048,384.28,30.29,0.17,0.0055,322.18,55.67,0.53,0.0096,326.74,30.94,0.04,0.0013,348.65
August,11,1:00,3.91,0.07,0.0189,385.55,12.47,0.11,0.0086,366.76,39.21,0.45,0.0114,333.15,25.57,0.03,0.0011,349.76
August,11,1:30,3.67,0.08,0.0205,343.08,6.99,0.09,0.0132,327.78,31.25,0.28,0.009,339.43,27.67,1.0,0.0363,373.41
August,11,2:00,3.04,0.04,0.012,340.08,5.03,0.03,0.0057,389.0,18.69,0.8,0.0427,305.17,19.61,1.07,0.0544,373.03
August,11,2:30,2.58,0.01,0.005,356.01,5.74,0.11,0.02,454.63,15.07,0.29,0.0192,281.91,14.02,0.2,0.0146,394.65
August,11,3:00,2.51,0.0,0.0,360.23,4.26,0.01,0.0029,515.65,15.91,0.8,0.0505,301.81,3.77,0.16,0.0428,414.46
August,11,3:30,2.42,0.0,0.0,235.98,3.23,0.02,0.0054,510.64,15.72,0.45,0.0285,338.66,2.61,0.11,0.0406,379.89
August,11,4:00,2.33,0.0,0.0,299.33,3.11,0.02,0.0079,381.89,11.9,0.38,0.0322,320.81,2.22,0.09,0.0398,407.99
August,11,4:30,2.3,0.0,0.0,277.95,3.21,0.02,0.0054,331.63,12.58,0.44,0.0346,348.28,2.47,0.1,0.0425,386.78
August,11,5:00,2.65,0.0,0.0,259.69,3.16,0.01,0.0029,282.54,12.11,0.34,0.0278,327.97,2.86,0.05,0.0166,298.83
August,11,5:30,2.35,0.0,0.0,389.99,3.34,0.22,0.065,454.81,18.6,0.46,0.0249,271.89,3.51,0.04,0.0109,304.57
August,11,6:00,2.33,0.0,0.0008,392.08,5.32,0.2,0.0383,398.57,30.74,0.15,0.005,292.71,16.9,0.28,0.0166,288.13
August,11,6:30,5.79,0.88,0.1515,378.82,9.14,2.81,0.3076,400.18,54.68,0.9,0.0164,265.12,21.94,1.34,0.0611,265.62
August,11,7:00,10.64,1.32,0.1242,342.93,28.31,1.02,0.036,295.84,92.4,0.43,0.0046,267.53,38.84,0.45,0.0116,270.14
August,11,7:30,15.75,2.06,0.1308,330.51,49.38,2.87,0.0581,293.44,159.12,1.59,0.01,264.7,76.4,0.99,0.0129,291.73
August,11,8:00,49.62,0.81,0.0164,285.97,90.14,0.57,0.0063,285.39,273.85,1.29,0.0047,288.49,131.39,1.5,0.0114,283.06
August,11,8:30,92.5,2.32,0.0251,299.36,140.36,1.66,0.0118,312.61,410.13,4.1,0.01,306.1,182.95,1.74,0.0095,307.72
August,11,9:00,127.61,1.2,0.0094,310.19,202.26,1.05,0.0052,312.15,593.06,4.33,0.0073,313.78,279.47,7.07,0.0253,300.41
August,11,9:30,156.1,1.26,0.0081,322.01,261.36,2.38,0.0091,343.58,720.2,17.14,0.0238,324.44,344.33,7.51,0.0218,311.47
August,11,10:00,177.16,0.8,0.0045,321.44,333.6,2.77,0.0083,347.72,871.56,14.29,0.0164,326.86,412.88,8.67,0.021,312.47
August,11,10:30,215.88,0.91,0.0042,326.47,353.0,8.19,0.0232,348.07,979.31,15.77,0.0161,336.63,442.65,12.62,0.0285,319.0
August,11,11:00,225.31,0.72,0.0032,337.3,378.17,3.37,0.0089,344.99,1009.96,12.32,0.0122,340.16,470.2,5.69,0.0121,330.13
August,11,11:30,238.88,0.98,0.0041,338.86,405.25,4.34,0.0107,342.49,1020.85,12.96,0.0127,342.54,512.22,6.61,0.0129,328.76
August,11,12:00,248.05,2.03,0.0082,325.62,462.42,3.24,0.007,343.17,1046.83,10.99,0.0105,344.14,523.51,5.76,0.011,327.55
August,11,12:30,239.03,1.91,0.008,327.91,471.84,4.81,0.0102,344.69,1037.54,13.07,0.0126,346.89,526.73,11.17,0.0212,328.75
August,11,13:00,242.31,3.0,0.0124,332.6,470.5,3.86,0.0082,337.88,1037.5,10.38,0.01,352.28,528.92,9.84,0.0186,328.98
August,11,13:30,245.5,1.23,0.005,338.6,481.93,6.27,0.013,343.5,1041.43,16.04,0.0154,349.69,530.43,28.7,0.0541,340.65
August,11,14:00,251.24,1.18,0.0047,333.2,516.58,3.93,0.0076,344.55,1035.82,12.33,0.0119,352.83,549.62,15.66,0.0285,336.66
August,11,14:30,250.13,2.2,0.0088,338.84,518.6,4.3,0.0083,347.39,1046.13,9.21,0.0088,354.61,552.09,13.8,0.025,336.38
August,11,15:00,254.35,3.08,0.0121,330.63,516.56,2.38,0.0046,342.51,1054.62,4.64,0.0044,354.92,544.97,7.25,0.0133,336.82
August,11,15:30,254.53,3.0,0.0118,336.09,509.68,2.91,0.0057,340.5,1045.4,3.76,0.0036,354.82,545.03,10.25,0.0188,333.09
August,11,16:00,250.26,0.93,0.0037,345.24,519.02,2.6,0.005,351.79,1025.98,2.05,0.002,353.58,543.84,4.24,0.0078,332.77
August,11,16:30,236.43,0.66,0.0028,339.87,488.01,1.66,0.0034,345.1,980.95,1.86,0.0019,356.68,522.17,3.76,0.0072,335.16
August,11,17:00,206.96,1.49,0.0072,336.72,491.67,1.72,0.0035,350.05,926.94,2.69,0.0029,358.29,485.97,2.62,0.0054,337.61
August,11,17:30,175.38,1.47,0.0084,346.06,459.3,2.8,0.0061,345.53,860.58,3.36,0.0039,355.74,440.6,2.69,0.0061,341.39
August,11,18:00,151.12,0.62,0.0041,332.79,421.96,3.33,0.0079,343.66,776.99,4.74,0.0061,354.37,398.88,2.83,0.0071,338.87
August,11,18:30,134.52,0.48,0.0036,342.56,363.13,1.71,0.0047,333.64,698.27,4.26,0.0061,352.0,376.57,1.51,0.004,340.82
August,11,19:00,89.89,0.29,0.0032,351.85,336.69,1.92,0.0057,340.3,619.78,2.91,0.0047,349.6,354.09,2.37,0.0067,332.38
August,11,19:30,68.29,0.44,0.0064,345.21,311.45,1.65,0.0053,339.88,554.35,4.27,0.0077,352.99,305.07,4.15,0.0136,344.05
August,11,20:00,51.14,1.52,0.0297,338.76,266.63,2.88,0.0108,343.4,469.39,6.85,0.0146,354.59,268.82,5.38,0.02,331.08
August,11,20:30,48.5,1.36,0.028,324.16,231.07,2.7,0.0117,338.08,394.51,5.52,0.014,350.59,244.77,4.43,0.0181,325.58
August,11,21:00,32.12,0.87,0.0271,326.12,191.84,2.07,0.0108,346.25,340.49,2.59,0.0076,350.9,195.6,5.09,0.026,334.57
August,11,21:30,24.23,0.44,0.0181,338.19,164.51,1.5,0.0091,340.09,275.11,0.85,0.0031,346.5,184.34,1.62,0.0088,321.48
August,11,22:00,19.19,0.37,0.0194,303.88,128.13,0.62,0.0048,310.13,253.6,1.14,0.0045,332.48,148.64,3.15,0.0212,328.62
August,11,22:30,16.88,3.71,0.2195,363.45,98.48,0.82,0.0083,312.27,192.88,1.27,0.0066,322.94,114.89,0.94,0.0082,329.09
August,11,23:00,12.52,1.46,0.1167,357.13,72.18,0.66,0.0091,343.11,158.09,0.55,0.0035,315.08,85.7,0.45,0.0053,320.46
August,11,23:30,8.76,0.92,0.105,316.5,54.2,0.36,0.0067,318.77,117.43,0.19,0.0016,345.28,69.52,0.4,0.0057,325.29
August,12,0:00,4.8,0.1,0.0204,354.35,28.78,0.54,0.0186,326.5,53.76,0.48,0.0089,326.01,36.74,0.23,0.0062,311.7
August,12,0:30,4.31,0.01,0.0033,357.03,23.61,0.28,0.012,353.09,41.09,0.37,0.009,325.95,27.7,0.04,0.0013,317.14
August,12,1:00,2.94,0.03,0.01,441.49,8.77,0.11,0.0128,434.03,32.8,0.39,0.0119,314.11,23.42,0.03,0.0011,310.25
August,12,1:30,2.66,0.02,0.0067,324.39,6.7,0.03,0.0043,377.45,27.69,0.43,0.0156,322.34,25.18,0.8,0.0317,314.12
August,12,2:00,2.38,0.0,0.0,312.53,5.18,0.02,0.0029,361.69,25.28,0.86,0.0342,289.79,18.3,0.46,0.0253,303.06
August,12,2:30,1.88,0.0,0.0,396.7,3.55,0.02,0.0057,401.46,23.98,0.52,0.0216,250.27,15.24,0.15,0.0096,337.28
August,12,3:00,1.7,0.0,0.0,303.43,3.46,0.0,0.0,423.67,12.92,0.22,0.0167,267.32,4.25,0.08,0.0186,408.25
August,12,3:30,1.83,0.0,0.0,311.96,2.27,0.0,0.0,433.3,10.91,0.11,0.0104,320.36,1.82,0.02,0.0118,318.29
August,12,4:00,1.75,0.0,0.0,473.1,2.68,0.0,0.0,307.84,9.02,0.25,0.0272,291.06,1.37,0.01,0.0061,277.93
August,12,4:30,1.87,0.0,0.0,388.71,2.16,0.0,0.0,309.7,9.53,0.17,0.0183,331.74,1.66,0.02,0.0141,322.36
August,12,5:00,2.21,0.0,0.0,339.63,2.1,0.0,0.0,270.66,10.61,0.08,0.008,302.91,1.81,0.01,0.0028,285.44
August,12,5:30,2.15,0.0,0.0,632.32,3.08,0.0,0.0,373.14,10.67,0.16,0.0149,319.37,1.89,0.0,0.0026,272.67
August,12,6:00,2.13,0.0,0.0,578.91,5.28,0.11,0.0217,315.71,25.81,0.19,0.0075,264.43,13.24,0.07,0.0055,281.93
August,12,6:30,2.36,0.32,0.134,421.0,6.08,1.31,0.2148,317.21,52.32,0.94,0.018,256.62,24.41,2.04,0.0837,276.14
August,12,7:00,8.75,0.41,0.0467,321.89,25.78,0.34,0.013,272.69,82.12,0.41,0.005,271.16,35.15,0.36,0.0102,274.31
August,12,7:30,11.84,0.62,0.0522,367.1,43.22,1.74,0.0402,290.1,134.5,0.52,0.0039,265.25,59.63,0.69,0.0116,298.0
August,12,8:00,43.49,1.17,0.027,292.45,78.93,0.24,0.0031,285.35,251.62,0.53,0.0021,281.55,123.97,1.26,0.0102,292.14
August,12,8:30,84.51,1.97,0.0233,310.64,119.5,0.66,0.0055,297.58,377.77,1.44,0.0038,300.28,160.39,1.35,0.0084,299.35
